colour	x	y	PANEL
#BEBEBE	0.0512820512820513	1	1
#BEBEBE	0.307692307692308	6	1
#BEBEBE	0.153846153846154	4	1
#BEBEBE	0.41025641025641	7	1
#BEBEBE	0.102564102564103	2	1
#BEBEBE	0.102564102564103	5	1
#BEBEBE	0.153846153846154	3	1
#BEBEBE	0.0512820512820513	1	1
#BEBEBE	0.205128205128205	6	1
#BEBEBE	0.102564102564103	4	1
#BEBEBE	0.512820512820513	7	1
#BEBEBE	0.102564102564103	2	1
#BEBEBE	0.102564102564103	5	1
#BEBEBE	0.153846153846154	3	1
#BEBEBE	0.0540540540540541	1	1
#BEBEBE	0.324324324324324	6	1
#BEBEBE	0.162162162162162	4	1
#BEBEBE	0.216216216216216	7	1
#BEBEBE	0.108108108108108	2	1
#BEBEBE	0.162162162162162	5	1
#BEBEBE	0.27027027027027	3	1
#BEBEBE	0.0363636363636364	1	1
#BEBEBE	0.145454545454546	6	1
#BEBEBE	0.109090909090909	4	1
#BEBEBE	0.0727272727272728	7	1
#BEBEBE	0.0363636363636364	2	1
#BEBEBE	0.690909090909091	5	1
#BEBEBE	0.0727272727272728	3	1
#BEBEBE	0.0512820512820513	1	1
#BEBEBE	0.307692307692308	6	1
#BEBEBE	0.153846153846154	4	1
#BEBEBE	0.358974358974359	7	1
#BEBEBE	0.102564102564103	2	1
#BEBEBE	0.153846153846154	5	1
#BEBEBE	0.153846153846154	3	1
#BEBEBE	0.0487804878048781	1	1
#BEBEBE	0.292682926829268	6	1
#BEBEBE	0.146341463414634	4	1
#BEBEBE	0.487804878048781	7	1
#BEBEBE	0.0975609756097561	2	1
#BEBEBE	0.0975609756097561	5	1
#BEBEBE	0.0487804878048781	3	1
#BEBEBE	0.0512820512820513	1	1
#BEBEBE	0.307692307692308	6	1
#BEBEBE	0.153846153846154	4	1
#BEBEBE	0.358974358974359	7	1
#BEBEBE	0.102564102564103	2	1
#BEBEBE	0.205128205128205	5	1
#BEBEBE	0.102564102564103	3	1
#BEBEBE	0.0540540540540541	1	1
#BEBEBE	0.27027027027027	6	1
#BEBEBE	0.162162162162162	4	1
#BEBEBE	0.486486486486487	7	1
#BEBEBE	0.108108108108108	2	1
#BEBEBE	0.108108108108108	5	1
#BEBEBE	0.0540540540540541	3	1
#BEBEBE	0.0540540540540541	1	1
#BEBEBE	0.432432432432432	6	1
#BEBEBE	0.162162162162162	4	1
#BEBEBE	0.216216216216216	7	1
#BEBEBE	0.108108108108108	2	1
#BEBEBE	0.216216216216216	5	1
#BEBEBE	0.108108108108108	3	1
#BEBEBE	0.0512820512820513	1	1
#BEBEBE	0.307692307692308	6	1
#BEBEBE	0.153846153846154	4	1
#BEBEBE	0.358974358974359	7	1
#BEBEBE	0.102564102564103	2	1
#BEBEBE	0.205128205128205	5	1
#BEBEBE	0.102564102564103	3	1
#BEBEBE	0.0512820512820513	1	2
#BEBEBE	0.0512820512820513	1	2
#BEBEBE	0.0540540540540541	1	2
#BEBEBE	0	1	2
#BEBEBE	0.0512820512820513	1	2
#BEBEBE	0.0487804878048781	1	2
#BEBEBE	0.0512820512820513	1	2
#BEBEBE	0.0540540540540541	1	2
#BEBEBE	0.0540540540540541	1	2
#BEBEBE	0.0512820512820513	1	2
#BEBEBE	0.0512820512820513	1	3
#BEBEBE	0.0512820512820513	2	3
#BEBEBE	0	1	3
#BEBEBE	0.0512820512820513	2	3
#BEBEBE	0.0540540540540541	1	3
#BEBEBE	0	2	3
#BEBEBE	0	1	3
#BEBEBE	0.0545454545454546	2	3
#BEBEBE	0.0512820512820513	1	3
#BEBEBE	0	2	3
#BEBEBE	0.0487804878048781	1	3
#BEBEBE	0.0487804878048781	2	3
#BEBEBE	0.0512820512820513	1	3
#BEBEBE	0.102564102564103	2	3
#BEBEBE	0.0540540540540541	1	3
#BEBEBE	0.0540540540540541	2	3
#BEBEBE	0.0540540540540541	1	3
#BEBEBE	0.0540540540540541	2	3
#BEBEBE	0.0512820512820513	1	3
#BEBEBE	0.0512820512820513	2	3
#BEBEBE	0.0512820512820513	1	4
#BEBEBE	0.0512820512820513	2	4
#BEBEBE	0.0512820512820513	1	4
#BEBEBE	0.0512820512820513	2	4
#BEBEBE	0	1	4
#BEBEBE	0.0540540540540541	2	4
#BEBEBE	0	1	4
#BEBEBE	0.163636363636364	2	4
#BEBEBE	0.0512820512820513	1	4
#BEBEBE	0	2	4
#BEBEBE	0.0487804878048781	1	4
#BEBEBE	0.0487804878048781	2	4
#BEBEBE	0.0512820512820513	1	4
#BEBEBE	0	2	4
#BEBEBE	0.0540540540540541	1	4
#BEBEBE	0.0540540540540541	2	4
#BEBEBE	0	1	4
#BEBEBE	0.0540540540540541	2	4
#BEBEBE	0.0512820512820513	1	4
#BEBEBE	0	2	4
#BEBEBE	0.0512820512820513	1	5
#BEBEBE	0	1	5
#BEBEBE	0.0540540540540541	1	5
#BEBEBE	0	1	5
#BEBEBE	0.0512820512820513	1	5
#BEBEBE	0	1	5
#BEBEBE	0.0512820512820513	1	5
#BEBEBE	0	1	5
#BEBEBE	0.0540540540540541	1	5
#BEBEBE	0.0512820512820513	1	5
#BEBEBE	0	1	6
#BEBEBE	0.0512820512820513	1	6
#BEBEBE	0	1	6
#BEBEBE	0.0363636363636364	1	6
#BEBEBE	0	1	6
#BEBEBE	0.0487804878048781	1	6
#BEBEBE	0	1	6
#BEBEBE	0.0540540540540541	1	6
#BEBEBE	0.0540540540540541	1	6
#BEBEBE	0	1	6
#BEBEBE	0.0512820512820513	4	7
#BEBEBE	0	1	7
#BEBEBE	0	3	7
#BEBEBE	0.0512820512820513	2	7
#BEBEBE	0	5	7
#BEBEBE	0	4	7
#BEBEBE	0.0512820512820513	1	7
#BEBEBE	0.0512820512820513	3	7
#BEBEBE	0	2	7
#BEBEBE	0.0512820512820513	5	7
#BEBEBE	0	4	7
#BEBEBE	0	1	7
#BEBEBE	0	3	7
#BEBEBE	0	2	7
#BEBEBE	0.0540540540540541	5	7
#BEBEBE	0	4	7
#BEBEBE	0	1	7
#BEBEBE	0.0727272727272728	3	7
#BEBEBE	0	2	7
#BEBEBE	0	5	7
#BEBEBE	0	4	7
#BEBEBE	0.0512820512820513	1	7
#BEBEBE	0.0512820512820513	3	7
#BEBEBE	0	2	7
#BEBEBE	0.102564102564103	5	7
#BEBEBE	0.0975609756097561	4	7
#BEBEBE	0	1	7
#BEBEBE	0	3	7
#BEBEBE	0.0487804878048781	2	7
#BEBEBE	0	5	7
#BEBEBE	0	4	7
#BEBEBE	0.0512820512820513	1	7
#BEBEBE	0	3	7
#BEBEBE	0.0512820512820513	2	7
#BEBEBE	0	5	7
#BEBEBE	0.0540540540540541	4	7
#BEBEBE	0	1	7
#BEBEBE	0	3	7
#BEBEBE	0.0540540540540541	2	7
#BEBEBE	0	5	7
#BEBEBE	0.0540540540540541	4	7
#BEBEBE	0	1	7
#BEBEBE	0	3	7
#BEBEBE	0	2	7
#BEBEBE	0	5	7
#BEBEBE	0	4	7
#BEBEBE	0.0512820512820513	1	7
#BEBEBE	0.0512820512820513	3	7
#BEBEBE	0	2	7
#BEBEBE	0.0512820512820513	5	7
#BEBEBE	0	1	8
#BEBEBE	0	1	8
#BEBEBE	0.0540540540540541	1	8
#BEBEBE	0.109090909090909	1	8
#BEBEBE	0	1	8
#BEBEBE	0	1	8
#BEBEBE	0	1	8
#BEBEBE	0	1	8
#BEBEBE	0	1	8
#BEBEBE	0	1	8
#BEBEBE	0	4	9
#BEBEBE	0	1	9
#BEBEBE	0	3	9
#BEBEBE	0	5	9
#BEBEBE	0	2	9
#BEBEBE	0.0512820512820513	4	9
#BEBEBE	0	1	9
#BEBEBE	0	3	9
#BEBEBE	0	5	9
#BEBEBE	0	2	9
#BEBEBE	0	4	9
#BEBEBE	0	1	9
#BEBEBE	0	3	9
#BEBEBE	0.0540540540540541	5	9
#BEBEBE	0	2	9
#BEBEBE	0	4	9
#BEBEBE	0.0363636363636364	1	9
#BEBEBE	0	3	9
#BEBEBE	0	5	9
#BEBEBE	0.0363636363636364	2	9
#BEBEBE	0	4	9
#BEBEBE	0	1	9
#BEBEBE	0	3	9
#BEBEBE	0	5	9
#BEBEBE	0	2	9
#BEBEBE	0	4	9
#BEBEBE	0	1	9
#BEBEBE	0.0487804878048781	3	9
#BEBEBE	0	5	9
#BEBEBE	0	2	9
#BEBEBE	0	4	9
#BEBEBE	0	1	9
#BEBEBE	0	3	9
#BEBEBE	0	5	9
#BEBEBE	0	2	9
#BEBEBE	0	4	9
#BEBEBE	0	1	9
#BEBEBE	0	3	9
#BEBEBE	0	5	9
#BEBEBE	0	2	9
#BEBEBE	0	4	9
#BEBEBE	0	1	9
#BEBEBE	0	3	9
#BEBEBE	0	5	9
#BEBEBE	0	2	9
#BEBEBE	0	4	9
#BEBEBE	0	1	9
#BEBEBE	0	3	9
#BEBEBE	0	5	9
#BEBEBE	0	2	9
#BEBEBE	0	1	10
#BEBEBE	0	2	10
#BEBEBE	0	3	10
#BEBEBE	0	4	10
#BEBEBE	0	5	10
#BEBEBE	0	6	10
#BEBEBE	0	1	10
#BEBEBE	0	2	10
#BEBEBE	0	3	10
#BEBEBE	0	4	10
#BEBEBE	0	5	10
#BEBEBE	0	6	10
#BEBEBE	0	1	10
#BEBEBE	0	2	10
#BEBEBE	0	3	10
#BEBEBE	0	4	10
#BEBEBE	0	5	10
#BEBEBE	0	6	10
#BEBEBE	0	1	10
#BEBEBE	0	2	10
#BEBEBE	0	3	10
#BEBEBE	0	4	10
#BEBEBE	0	5	10
#BEBEBE	0	6	10
#BEBEBE	0	1	10
#BEBEBE	0	2	10
#BEBEBE	0	3	10
#BEBEBE	0	4	10
#BEBEBE	0	5	10
#BEBEBE	0	6	10
#BEBEBE	0	1	10
#BEBEBE	0	2	10
#BEBEBE	0	3	10
#BEBEBE	0	4	10
#BEBEBE	0	5	10
#BEBEBE	0	6	10
#BEBEBE	0	1	10
#BEBEBE	0	2	10
#BEBEBE	0	3	10
#BEBEBE	0	4	10
#BEBEBE	0	5	10
#BEBEBE	0	6	10
#BEBEBE	0	1	10
#BEBEBE	0	2	10
#BEBEBE	0	3	10
#BEBEBE	0	4	10
#BEBEBE	0	5	10
#BEBEBE	0	6	10
#BEBEBE	0	1	10
#BEBEBE	0	2	10
#BEBEBE	0	3	10
#BEBEBE	0	4	10
#BEBEBE	0	5	10
#BEBEBE	0	6	10
#BEBEBE	0	1	10
#BEBEBE	0	2	10
#BEBEBE	0	3	10
#BEBEBE	0	4	10
#BEBEBE	0	5	10
#BEBEBE	0	6	10
